Vial	Depth	Age	Core	CalciteDelta13O	CalciteDelta18O	SideriteDelta13O	SideriteDelta18O	Lakewater
1312	210.83	542.60595	DEEP	0.74	-5.92	NA	NA	-5.42
1313	210.99	543.10225	DEEP	1.11	-6.09	NA	NA	-5.58
1314	211.15	543.61025	DEEP	1.04	-6.06	NA	NA	-5.55
1315	211.32	544.1272	DEEP	0.71	-6.59	NA	NA	-6.08
1316	211.47	544.6044	DEEP	0.7	-5.95	NA	NA	-5.44
1317	211.63	545.1025	DEEP	1.21	-6.18	NA	NA	-5.67
1318	211.79	545.60625	DEEP	0.65	-5.54	NA	NA	-5.03
1319	211.95	546.1082	DEEP	0.77	-6.68	NA	NA	-6.18
1320	212.11	546.622	DEEP	0.53	-4.52	NA	NA	-4.01
1321	212.27	547.15765	DEEP	1.85	-4.45	NA	NA	-3.94
1322	212.43	547.69605	DEEP	1.48	-4.85	NA	NA	-4.34
1323	212.59	548.24255	DEEP	0.42	-5.24	NA	NA	-4.73
1324	212.75	548.7871	DEEP	1.26	-4.44	NA	NA	-3.93
1325	212.91	549.32675	DEEP	0.94	-4.18	NA	NA	-3.67
1326	213.07	549.8592	DEEP	0.66	-5.57	NA	NA	-5.06
1327	213.23	550.39945	DEEP	1.08	-5.38	NA	NA	-4.87
1328	213.39	550.92305	DEEP	0.36	-5.48	NA	NA	-4.97
1329	213.55	551.427	DEEP	0.19	-5.9	NA	NA	-5.39
1330	213.71	551.95075	DEEP	0.65	-5.07	NA	NA	-4.57
1331	213.87	552.4734	DEEP	0.81	-5.65	NA	NA	-5.14
1332	214.03	552.9969	DEEP	0.34	-5.07	NA	NA	-4.56
1333	214.19	553.5221	DEEP	0.62	-5.34	NA	NA	-4.84
1334	214.35	554.04025	DEEP	0.85	-4.52	NA	NA	-4.02
1335	214.51	554.5663	DEEP	0.76	-5.63	NA	NA	-5.12
1336	214.67	555.07305	DEEP	0.74	-6.3	NA	NA	-5.79
1337	214.83	555.55185	DEEP	0.97	-5.52	NA	NA	-5.02
1338	214.99	556.02435	DEEP	0.34	-5.99	NA	NA	-5.48
1339	215.15	556.48975	DEEP	0.7	-5.48	NA	NA	-4.97
1340	215.31	556.96775	DEEP	0.74	-5.31	NA	NA	-4.8
1341	215.47	557.4369	DEEP	0.68	-5.63	NA	NA	-5.13
1342	215.63	557.90385	DEEP	0.75	-5.51	NA	NA	-5.01
1343	215.79	558.37905	DEEP	0.11	-6.33	NA	NA	-5.82
1344	215.95	559.03995	DEEP	-0.26	-6.79	NA	NA	-6.28
1345	216.11	559.28565	DEEP	0.08	-6.73	NA	NA	-6.22
1346	216.27	559.7229	DEEP	-0.01	-7.23	NA	NA	-6.72
1347	216.43	560.1673	DEEP	0.31	-6.56	NA	NA	-6.05
1348	216.59	560.61935	DEEP	1.42	-5.29	NA	NA	-4.78
1349	216.75	561.0679	DEEP	1.69	-4.56	NA	NA	-4.06
1350	216.91	561.5077	DEEP	1.27	-5.36	NA	NA	-4.85
1351	217.07	561.9498	DEEP	1.34	-5.21	NA	NA	-4.7
1352	217.23	562.37925	DEEP	1.06	-5.57	NA	NA	-5.07
1353	217.39	562.73415	DEEP	1.01	-5.42	NA	NA	-4.92
1354	217.55	563.07465	DEEP	0.41	-6.05	NA	NA	-5.54
1355	217.71	563.41775	DEEP	0.2	-5.89	NA	NA	-5.38
1356	217.87	563.7593	DEEP	0.08	-5.94	NA	NA	-5.43
1357	218.03	564.10265	DEEP	0.1	-5.89	NA	NA	-5.39
1358	218.19	564.4442	DEEP	0.95	-5.4	NA	NA	-4.89
1359	218.35	564.7746	DEEP	0.96	-4.75	NA	NA	-4.24
1360	218.51	565.1024	DEEP	0.58	-5.84	NA	NA	-5.33
1361	218.67	565.42795	DEEP	0.91	-5.75	NA	NA	-5.24
1362	218.83	565.7554	DEEP	0.92	-4.92	NA	NA	-4.41
1363	218.99	566.0885	DEEP	1.17	-5.25	NA	NA	-4.75
1364	219.15	566.42	DEEP	0.57	-5.54	NA	NA	-5.04
1365	219.31	566.74525	DEEP	0.99	-5.41	NA	NA	-4.91
1366	219.47	567.07045	DEEP	0.97	-4.49	NA	NA	-3.99
1367	219.63	567.39395	DEEP	0.51	-3.34	NA	NA	-2.84
1368	219.79	567.71365	DEEP	1.44	-5.07	NA	NA	-4.56
1369	219.95	568.052	DEEP	1.1	-5.05	NA	NA	-4.54
1370	220.11	568.4009	DEEP	0.52	-5.61	NA	NA	-5.1
1371	220.27	568.74265	DEEP	-0.24	-6.78	NA	NA	-6.27
1372	220.43	569.09265	DEEP	0.27	-6.02	NA	NA	-5.51
1373	220.59	569.4432	DEEP	1.19	-4.17	NA	NA	-3.67
1374	220.75	569.7897	DEEP	0.23	-6.33	NA	NA	-5.83
1375	220.91	570.1373	DEEP	0.17	-6.16	NA	NA	-5.65
1376	221.07	570.47795	DEEP	0.15	-6.25	NA	NA	-5.74
1377	221.23	570.84265	DEEP	0.21	-5.95	NA	NA	-5.44
1378	221.39	571.1993	DEEP	0.04	-5.84	NA	NA	-5.34
1379	221.55	571.5694	DEEP	-0.01	-5.85	NA	NA	-5.34
1380	221.71	571.9412	DEEP	-0.03	-5.88	NA	NA	-5.37
1382	222.03	572.67605	DEEP	-0.08	-5.67	NA	NA	-5.17
1383	222.19	573.05405	DEEP	-0.07	-5.88	NA	NA	-5.37
1384	222.35	573.41525	DEEP	-0.34	-5.66	NA	NA	-5.15
1385	222.51	573.78985	DEEP	-0.52	-6.15	NA	NA	-5.64
1386	222.67	574.15015	DEEP	-0.32	-5.92	NA	NA	-5.42
1387	222.83	574.52705	DEEP	-0.36	-5.84	NA	NA	-5.33
1388	222.99	574.8886	DEEP	-0.3	-5.7	NA	NA	-5.2
1389	223.15	575.2536	DEEP	-0.25	-5.86	NA	NA	-5.35
1390	223.31	575.618	DEEP	-0.47	-6.45	NA	NA	-5.94
1391	223.47	575.98895	DEEP	-0.59	-6.2	NA	NA	-5.7
1392	223.63	576.3543	DEEP	-0.74	-6.6	NA	NA	-6.09
1393	223.79	576.71055	DEEP	-0.52	-6.53	NA	NA	-6.02
1394	223.95	577.06965	DEEP	-0.15	-5.81	NA	NA	-5.3
1395	224.11	577.4314	DEEP	-0.45	-6.45	NA	NA	-5.94
1396	224.27	577.79305	DEEP	-0.45	-6.76	NA	NA	-6.25
1397	224.43	578.1673	DEEP	0.05	-6.04	NA	NA	-5.54
1398	224.59	578.5267	DEEP	0.7	-4.88	NA	NA	-4.37
1399	224.75	578.8938	DEEP	0.93	-4.62	NA	NA	-4.12
1400	224.91	579.25365	DEEP	0.93	-5.03	NA	NA	-4.53
1401	225.07	579.6153	DEEP	0.55	-5.92	NA	NA	-5.41
1402	225.23	579.9381	DEEP	0.51	-5.97	NA	NA	-5.47
1403	225.39	580.26465	DEEP	0.79	-5.97	NA	NA	-5.46
1404	225.55	580.59365	DEEP	0.79	-5.75	NA	NA	-5.25
1405	225.71	580.9183	DEEP	0.89	-5.62	NA	NA	-5.11
1406	225.87	581.24335	DEEP	1.79	-4.64	NA	NA	-4.13
1407	226.03	581.57255	DEEP	1	-5.82	NA	NA	-5.31
1408	226.19	581.89535	DEEP	1.37	-4.7	NA	NA	-4.19
1409	226.35	582.2212	DEEP	1.01	-5.23	NA	NA	-4.72
1410	226.51	582.5557	DEEP	-0.24	-5.28	NA	NA	-4.77
1411	226.67	582.8992	DEEP	1.26	-5.1	NA	NA	-4.59
1413	226.99	583.5847	DEEP	1.96	-4.11	NA	NA	-3.6
1414	227.15	583.9289	DEEP	1.52	-3.86	NA	NA	-3.35
1415	227.31	584.2766	DEEP	1.93	-4.26	NA	NA	-3.75
1416	227.47	584.61625	DEEP	0.96	-5.08	NA	NA	-4.58
1417	227.63	584.9619	DEEP	0.96	-3.99	NA	NA	-3.49
1418	227.79	585.38045	DEEP	2.31	-5.2	NA	NA	-4.69
1419	227.95	585.81895	DEEP	1.28	-5.2	NA	NA	-4.69
1420	228.11	586.2534	DEEP	1.2	-5.1	NA	NA	-4.59
1421	228.27	586.69265	DEEP	1.65	-5.22	NA	NA	-4.71
1422	228.43	587.13365	DEEP	1.21	-5.24	NA	NA	-4.74
1423	228.59	587.5664	DEEP	1.32	-5.19	NA	NA	-4.68
1424	228.75	588.0022	DEEP	1.38	-5.26	NA	NA	-4.76
1425	228.91	588.4251	DEEP	0.88	-6.09	NA	NA	-5.59
1426	229.07	588.8264	DEEP	1	-5.59	NA	NA	-5.08
1427	229.23	589.2035	DEEP	0.73	-6.44	NA	NA	-5.93
1429	229.55	589.97775	DEEP	0.76	-6.05	NA	NA	-5.54
1430	229.71	590.3667	DEEP	0.71	-5.94	NA	NA	-5.43
1431	229.87	590.74765	DEEP	1.2	-5.1	NA	NA	-4.59
1432	230.03	591.13035	DEEP	1	-5.06	NA	NA	-4.55
1433	230.18	591.4877	DEEP	0.42	-5.91	NA	NA	-5.41
1434	230.35	591.9272	DEEP	0.57	-5.21	NA	NA	-4.7
1435	230.51	592.35485	DEEP	0.99	-4.63	NA	NA	-4.13
1436	230.67	592.7845	DEEP	0.76	-5.22	NA	NA	-4.72
1437	230.83	593.21825	DEEP	0.2	-6.11	NA	NA	-5.6
1438	230.99	593.65765	DEEP	-0.06	-6.26	NA	NA	-5.75
1439	231.15	594.0975	DEEP	-0.01	-6.11	NA	NA	-5.6
1440	231.31	594.52335	DEEP	-0.08	-5.64	NA	NA	-5.13
1441	231.47	594.951	DEEP	-0.2	-5.92	NA	NA	-5.42
1442	231.64	595.4854	DEEP	-0.28	-5.94	NA	NA	-5.43
1443	231.79	595.92235	DEEP	-0.29	-5.24	NA	NA	-4.74
1444	231.95	596.4353	DEEP	-0.02	-5.01	NA	NA	-4.5
1445	232.11	596.94565	DEEP	0.04	-5.34	NA	NA	-4.83
1446	232.27	597.45335	DEEP	0.75	-4.95	NA	NA	-4.44
1447	232.43	597.9652	DEEP	0.77	-4.87	NA	NA	-4.36
1448	232.59	598.4715	DEEP	0.71	-4.9	NA	NA	-4.39
1449	232.75	598.9856	DEEP	0.8	-4.79	NA	NA	-4.28
1450	232.91	599.45785	DEEP	-0.33	-5.93	NA	NA	-5.42
1451	233.07	599.8832	DEEP	-0.5	-6.38	NA	NA	-5.87
1452	233.23	600.3029	DEEP	-0.18	-5.79	NA	NA	-5.29
1453	233.39	600.72555	DEEP	-0.27	-6.25	NA	NA	-5.74
1454	233.55	601.14345	DEEP	0.17	-5.57	NA	NA	-5.07
1455	233.71	601.57185	DEEP	0.13	-6.04	NA	NA	-5.53
1456	233.87	601.9991	DEEP	0.82	-5.6	NA	NA	-5.09
1457	234.03	602.4342	DEEP	1.41	-4.94	NA	NA	-4.43
1458	234.19	602.8536	DEEP	1.19	-5.23	NA	NA	-4.72
1459	234.35	603.25135	DEEP	0.82	-5.58	NA	NA	-5.08
1460	234.51	603.652	DEEP	0.98	-5.06	NA	NA	-4.55
1461	234.66	604.0267	DEEP	0.82	-5.68	NA	NA	-5.17
1462	234.83	604.4551	DEEP	0.53	-6.05	NA	NA	-5.55
1463	234.99	604.8601	DEEP	0.43	-5.84	NA	NA	-5.34
1464	235.15	605.26355	DEEP	0.51	-5.85	NA	NA	-5.34
1465	235.31	605.67075	DEEP	0.54	-5.57	NA	NA	-5.06
1466	235.47	606.0729	DEEP	0.46	-5.39	NA	NA	-4.88
1467	235.63	606.5253	DEEP	0.1	-6.14	NA	NA	-5.63
1468	235.79	606.98215	DEEP	0	-6.04	NA	NA	-5.54
1469	235.95	607.4306	DEEP	-0.15	-6.04	NA	NA	-5.53
1470	236.11	607.87625	DEEP	-0.07	-5.94	NA	NA	-5.43
1471	236.27	608.31655	DEEP	-0.2	-5.99	NA	NA	-5.48
1472	236.43	608.75265	DEEP	0.03	-5.31	NA	NA	-4.8
1473	236.59	609.19405	DEEP	-0.16	-5.6	NA	NA	-5.1
1474	236.75	609.63105	DEEP	-0.04	-5.49	NA	NA	-4.99
1475	236.91	610.0022	DEEP	-0.21	-5.83	NA	NA	-5.32
1476	237.07	610.3701	DEEP	-0.05	-5.26	NA	NA	-4.75
1477	237.23	610.73605	DEEP	-0.04	-5.4	NA	NA	-4.89
1478	237.39	611.11055	DEEP	0.1	-5.01	NA	NA	-4.51
1479	237.55	611.482	DEEP	-0.05	-5.3	NA	NA	-4.79
1480	237.71	611.85805	DEEP	-0.12	-5.6	NA	NA	-5.1
1481	237.87	612.2341	DEEP	-0.21	-5.74	NA	NA	-5.23
1482	238.03	612.6025	DEEP	0.24	-4.69	NA	NA	-4.19
1483	238.19	612.97645	DEEP	0.16	-4.51	NA	NA	-4.01
1484	238.35	613.35245	DEEP	0.24	-4.59	NA	NA	-4.08
1485	238.51	613.72475	DEEP	0.24	-4.55	NA	NA	-4.04
1486	238.67	614.09885	DEEP	0.01	-4.77	NA	NA	-4.26
1487	238.83	614.46765	DEEP	-0.17	-4.59	NA	NA	-4.08
1488	238.99	614.83935	DEEP	-0.45	-4.85	NA	NA	-4.35
1489	239.15	615.21215	DEEP	-0.3	-4.72	NA	NA	-4.21
1490	239.31	615.57945	DEEP	-0.44	-4.77	NA	NA	-4.26
1491	239.47	615.96355	DEEP	-0.45	-4.87	NA	NA	-4.36
1492	239.63	616.34705	DEEP	-0.22	-4.41	NA	NA	-3.9
1493	239.79	616.73505	DEEP	-0.3	-4.52	NA	NA	-4.01
1494	239.95	617.118	DEEP	-0.03	-4.1	NA	NA	-3.6
1495	240.11	617.49935	DEEP	-0.03	-4.6	NA	NA	-4.09
1496	240.27	617.89585	DEEP	-0.12	-4.92	NA	NA	-4.41
1497	240.43	618.28375	DEEP	-0.1	-4.96	NA	NA	-4.45
1498	240.59	618.6618	DEEP	0.23	-5.23	NA	NA	-4.72
1499	240.75	619.0362	DEEP	0.3	-4.91	NA	NA	-4.4
1500	240.91	619.3974	DEEP	0.07	-5.63	NA	NA	-5.12
1501	241.07	619.757	DEEP	0.1	-5.62	NA	NA	-5.11
1502	241.23	620.12035	DEEP	0.18	-6.25	NA	NA	-5.75
1503	241.39	620.48455	DEEP	0.41	-5.75	NA	NA	-5.24
1504	241.55	620.8418	DEEP	0.34	-6.31	NA	NA	-5.81
1505	241.71	621.20705	DEEP	0.61	-6.31	NA	NA	-5.81
1506	241.87	621.5599	DEEP	0.73	-6.68	NA	NA	-6.17
1507	242.03	621.9435	DEEP	0.56	-7.44	NA	NA	-6.93
1508	242.19	622.33285	DEEP	0.47	-6.98	NA	NA	-6.47
1509	242.35	622.71895	DEEP	0.78	-6.79	NA	NA	-6.28
1510	242.51	623.10955	DEEP	0.75	-5.05	NA	NA	-4.54
1511	242.67	623.51025	DEEP	0.78	-4.41	NA	NA	-3.9
1512	242.83	623.9081	DEEP	0.98	-4.94	NA	NA	-4.44
1513	242.99	624.305	DEEP	1.16	-4.25	NA	NA	-3.74
1516	243.47	625.4686	DEEP	NA	NA	12.39	-1.97	-6.1
1522	244.43	627.74495	DEEP	NA	NA	13.12	-1.58	-5.71
1548	248.59	639.53565	DEEP	NA	NA	12.49	-2.31	-6.44
1564	251.15	647.8624	DEEP	NA	NA	12.77	-2.57	-6.7
1576	253.07	653.2632	DEEP	NA	NA	12.5	-2.54	-6.67
1597	256.43	665.21015	DEEP	0.04	-3.55	NA	NA	-3.04
1598	256.59	665.77155	DEEP	0.86	-5.38	NA	NA	-4.87
1599	256.75	666.3381	DEEP	0.09	-5.22	NA	NA	-4.71
1600	256.91	666.89715	DEEP	-0.07	-5.61	NA	NA	-5.1
1602	257.23	668.0097	DEEP	0.15	-5.12	NA	NA	-4.61
1603	257.39	668.5773	DEEP	-0.04	-4.94	NA	NA	-4.43
1604	257.55	669.1311	DEEP	-0.79	-6.61	NA	NA	-6.1
1605	257.71	669.6726	DEEP	-0.36	-5.95	NA	NA	-5.44
1606	257.87	670.2195	DEEP	-0.88	-6.74	NA	NA	-6.23
1607	258.03	670.7631	DEEP	-1.11	-5.48	NA	NA	-4.98
1608	258.19	671.30495	DEEP	-1.04	-5.33	NA	NA	-4.82
1609	258.35	671.85885	DEEP	-0.14	-5.65	NA	NA	-5.14
1610	258.51	672.40375	DEEP	0.89	-4.64	NA	NA	-4.13
1611	258.67	672.9603	DEEP	0.47	-4.98	NA	NA	-4.47
1623	260.72	681.9729	DEEP	-1.21	-6.65	NA	NA	-6.15
1624	260.88	683.3276	DEEP	-1.24	-6.93	NA	NA	-6.43
1625	261.04	684.6869	DEEP	-1.05	-6.4	NA	NA	-5.89
1626	261.2	686.0408	DEEP	-0.8	-6.35	NA	NA	-5.84
1627	261.36	687.3989	DEEP	-0.63	-6.74	NA	NA	-6.23
1628	261.52	688.75155	DEEP	-0.87	-6.88	NA	NA	-6.37
1629	261.68	689.8321	DEEP	-0.99	-6.8	NA	NA	-6.29
1630	261.84	690.9243	DEEP	-0.91	-7.08	NA	NA	-6.57
1631	262	692.0121	DEEP	-0.51	-6.16	NA	NA	-5.66
1632	262.16	693.0979	DEEP	-0.06	-5.76	NA	NA	-5.25
1633	262.32	694.1879	DEEP	0.1	-5.5	NA	NA	-5
1634	262.48	695.2778	DEEP	0.02	-5.69	NA	NA	-5.18
1635	262.64	696.3701	DEEP	-0.11	-5.81	NA	NA	-5.31
1636	262.8	697.4611	DEEP	0.1	-5.72	NA	NA	-5.21
1637	262.96	698.13235	DEEP	-0.14	-6.1	NA	NA	-5.59
1638	263.12	698.75985	DEEP	-0.03	-6.09	NA	NA	-5.59
1639	263.28	699.386	DEEP	-0.31	-6.77	NA	NA	-6.26
1640	263.44	700.0043	DEEP	-0.41	-7.01	NA	NA	-6.5
1641	263.6	700.6171	DEEP	0.36	-5.41	NA	NA	-4.9
1642	263.76	701.23555	DEEP	-0.24	-5.9	NA	NA	-5.39
1643	263.92	701.85865	DEEP	-0.79	-7.08	NA	NA	-6.58
1644	264.08	702.48	DEEP	-0.49	-5.89	NA	NA	-5.38
1645	264.24	703.15275	DEEP	-0.54	-5.41	NA	NA	-4.9
1646	264.4	703.85735	DEEP	-1.2	-6.51	NA	NA	-6.01
1647	264.56	704.571	DEEP	-1.23	-6.37	NA	NA	-5.86
1648	264.72	705.27295	DEEP	-0.59	-5.32	NA	NA	-4.81
1649	264.88	705.98165	DEEP	-0.57	-5.24	NA	NA	-4.73
1650	265.04	706.6933	DEEP	-0.36	-4.97	NA	NA	-4.46
1651	265.2	707.3993	DEEP	-0.3	-4.8	NA	NA	-4.3
1652	265.36	708.09535	DEEP	-0.2	-4.8	NA	NA	-4.29
1653	265.52	708.8312	DEEP	-0.24	-5.07	NA	NA	-4.56
1654	265.68	709.5647	DEEP	-0.27	-5.46	NA	NA	-4.96
1655	265.84	710.3118	DEEP	-0.17	-5.87	NA	NA	-5.36
1656	266	711.04805	DEEP	-0.36	-6.58	NA	NA	-6.07
1657	266.16	711.7987	DEEP	-0.13	-6.94	NA	NA	-6.43
1658	266.32	712.54035	DEEP	-0.17	-6.7	NA	NA	-6.2
1689	271.28	731.9902	DEEP	0.73	-5.27	NA	NA	-4.76
1690	271.44	732.5398	DEEP	0.16	-5.7	NA	NA	-5.19
1691	271.6	733.0999	DEEP	-0.01	-6.06	NA	NA	-5.55
1692	271.77	733.6988	DEEP	-0.24	-6.63	NA	NA	-6.12
1693	271.92	734.2252	DEEP	0.18	-6.16	NA	NA	-5.65
1694	272.08	734.78665	DEEP	-0.04	-6.02	NA	NA	-5.51
1695	272.24	735.33655	DEEP	-0.16	-6.4	NA	NA	-5.9
1696	272.4	735.9032	DEEP	-0.39	-7.04	NA	NA	-6.53
1697	272.56	736.4558	DEEP	-0.19	-6.14	NA	NA	-5.64
1698	272.72	737.01645	DEEP	-0.45	-7.09	NA	NA	-6.58
1699	272.88	737.57565	DEEP	-0.07	-6.2	NA	NA	-5.69
1700	273.04	738.1339	DEEP	0.69	-5.42	NA	NA	-4.92
1701	273.2	738.6909	DEEP	1	-4.55	NA	NA	-4.04
1702	273.36	739.10335	DEEP	0.61	-5.57	NA	NA	-5.06
1703	273.52	739.5099	DEEP	-0.42	-6.93	NA	NA	-6.42
1704	273.68	739.90575	DEEP	-0.8	-6.85	NA	NA	-6.34
1705	273.84	740.3012	DEEP	-0.8	-7.22	NA	NA	-6.72
1706	274	740.70135	DEEP	-0.47	-6.81	NA	NA	-6.31
1707	274.16	741.08735	DEEP	-0.17	-6.41	NA	NA	-5.9
1708	274.32	741.4769	DEEP	-0.07	-5.9	NA	NA	-5.4
1709	274.48	741.87025	DEEP	-0.17	-6.5	NA	NA	-5.99
1710	274.64	742.222	DEEP	-0.07	-6.18	NA	NA	-5.67
1711	274.8	742.57265	DEEP	-0.18	-6.15	NA	NA	-5.65
1712	274.96	742.91755	DEEP	-0.16	-3.53	NA	NA	-3.03
1713	275.12	743.2696	DEEP	0.04	-5.54	NA	NA	-5.03
1719	276.08	745.46585	DEEP	NA	NA	12.09	-2.25	-6.38
1727	277.36	748.7907	DEEP	NA	NA	12.4	-2.03	-6.16
1736	278.8	752.6033	DEEP	NA	NA	12.81	-2.33	-6.45
1737	278.96	752.97645	DEEP	NA	NA	12.5	-1.99	-6.12
1742	279.76	754.90315	DEEP	NA	NA	12.93	-2.27	-6.4
1751	281.2	758.6104	DEEP	0.1	-4.7	NA	NA	-4.19
1752	281.36	759.0406	DEEP	-0.5	-5.5	NA	NA	-4.99
1753	281.52	759.47915	DEEP	-0.1	-5.1	NA	NA	-4.59
1760	282.64	762.5623	DEEP	-0.5	-6.8	NA	NA	-6.29
1761	282.8	763.02035	DEEP	-1.5	-7.7	NA	NA	-7.19
1762	282.96	763.47185	DEEP	-0.8	-6.6	NA	NA	-6.09
1763	283.12	763.92785	DEEP	-0.6	-6.2	NA	NA	-5.69
1764	283.28	764.3858	DEEP	-0.6	-6.5	NA	NA	-5.99
1770	284.24	767.05	DEEP	0.8	-5.1	NA	NA	-4.59
1771	284.4	767.49105	DEEP	0.1	-5.4	NA	NA	-4.89
1772	284.56	767.9392	DEEP	-1	-7.1	NA	NA	-6.59
1773	284.72	768.3851	DEEP	-1.1	-6.6	NA	NA	-6.09
1774	284.88	768.82695	DEEP	-0.9	-6.4	NA	NA	-5.89
1775	285.04	769.28705	DEEP	-0.4	-5.8	NA	NA	-5.29
1776	285.2	769.74775	DEEP	-0.3	-5.7	NA	NA	-5.19
1777	285.36	770.2044	DEEP	-0.1	-5.4	NA	NA	-4.89
1778	285.52	770.66685	DEEP	-0.5	-6.5	NA	NA	-5.99
1779	285.68	771.12815	DEEP	0.2	-5.8	NA	NA	-5.29
1780	285.84	771.59805	DEEP	0.4	-5.3	NA	NA	-4.79
1781	286	772.07035	DEEP	0	-5.5	NA	NA	-4.99
1782	286.16	772.544	DEEP	0.1	-5.4	NA	NA	-4.89
1783	286.32	773.13715	DEEP	0.4	-4.7	NA	NA	-4.19
1784	286.48	773.8015	DEEP	0.6	-4.1	NA	NA	-3.59
1785	286.64	774.4643	DEEP	0.2	-4.8	NA	NA	-4.29
1786	286.8	775.12775	DEEP	0	-4.5	NA	NA	-3.99
1787	286.96	775.78095	DEEP	0.1	-4.3	NA	NA	-3.79
1788	287.12	776.44725	DEEP	0	-4.4	NA	NA	-3.89
1789	287.28	777.0981	DEEP	0.2	-4.2	NA	NA	-3.69
1790	287.44	777.75755	DEEP	0.1	-4.2	NA	NA	-3.69
1791	287.6	778.48195	DEEP	0.2	-3.9	NA	NA	-3.39
1792	287.76	779.2696	DEEP	0.2	-4	NA	NA	-3.49
1793	287.92	780.0606	DEEP	-0.2	-4.7	NA	NA	-4.19
1795	288.23	781.5826	DEEP	-0.1	-4.5	NA	NA	-3.99
1796	288.4	782.42735	DEEP	-0.1	-4.8	NA	NA	-4.29
1797	288.56	783.2102	DEEP	-0.1	-5.1	NA	NA	-4.59
1798	288.72	783.9975	DEEP	-0.4	-5.4	NA	NA	-4.89
1799	288.88	784.72585	DEEP	-0.4	-5.7	NA	NA	-5.19
1800	289.04	785.4023	DEEP	0	-5.4	NA	NA	-4.89
1801	289.2	786.0715	DEEP	-0.1	-5.8	NA	NA	-5.29
1802	289.36	786.77185	DEEP	0.1	-6.1	NA	NA	-5.59
1803	289.52	787.4325	DEEP	0.6	-5.3	NA	NA	-4.79
1804	289.68	788.1194	DEEP	1.6	-4.1	NA	NA	-3.59
1805	289.84	788.80075	DEEP	1.8	-3.3	NA	NA	-2.79
1806	290	789.47875	DEEP	0.7	-3.5	NA	NA	-2.99
1836	294.8	807.6249	DEEP	NA	NA	12.17	-2.41	-6.54
1838	295.12	809.02975	DEEP	-0.1	-5	NA	NA	-4.49
1839	295.28	809.7291	DEEP	0.4	-3.1	NA	NA	-2.59
1840	295.44	810.3283	DEEP	-0.3	-4.3	NA	NA	-3.79
1842	295.76	811.45875	DEEP	0.8	-4.8	NA	NA	-4.29
1843	295.92	812.02545	DEEP	-0.4	-3	NA	NA	-2.49
1844	296.09	812.6246	DEEP	0.5	-3.7	NA	NA	-3.19
1845	296.24	813.15735	DEEP	0.3	-4.7	NA	NA	-4.19
1846	296.4	813.72565	DEEP	-0.1	-3.9	NA	NA	-3.39
1847	296.56	814.28925	DEEP	0	-2.8	NA	NA	-2.29
1848	296.72	814.8171	DEEP	-0.1	-3.8	NA	NA	-3.29
1849	296.88	815.33	DEEP	-0.6	-5.5	NA	NA	-4.99
1850	297.04	815.848	DEEP	-0.5	-5.5	NA	NA	-4.99
1851	297.2	816.36055	DEEP	0.1	-4.9	NA	NA	-4.39
1852	297.36	816.8754	DEEP	0.1	-4.7	NA	NA	-4.19
1853	297.52	817.3867	DEEP	0.1	-4.7	NA	NA	-4.19
1854	297.68	817.9014	DEEP	-0.1	-5	NA	NA	-4.49
1855	297.84	818.418	DEEP	-0.3	-5.1	NA	NA	-4.59
1856	298	818.89765	DEEP	-0.3	-5	NA	NA	-4.49
1857	298.16	819.36005	DEEP	-0.3	-4.8	NA	NA	-4.29
1858	298.32	819.8157	DEEP	-0.4	-5.1	NA	NA	-4.59
1859	298.48	820.27945	DEEP	-0.3	-5.2	NA	NA	-4.69
1860	298.64	820.7399	DEEP	-0.5	-5.5	NA	NA	-4.99
1861	298.8	821.19775	DEEP	-0.5	-5.9	NA	NA	-5.39
1862	298.96	821.66	DEEP	-0.2	-5.3	NA	NA	-4.79
1863	299.12	822.1217	DEEP	0.2	-4.9	NA	NA	-4.39
1864	299.28	822.54805	DEEP	0.1	-5.4	NA	NA	-4.89
1865	299.44	822.9437	DEEP	0.2	-4.7	NA	NA	-4.19
1866	299.6	823.33215	DEEP	0	-5	NA	NA	-4.49
1867	299.76	823.7287	DEEP	0	-5	NA	NA	-4.49
1868	299.92	824.11285	DEEP	-0.8	-6.3	NA	NA	-5.79
1870	300.24	824.8899	DEEP	-0.9	-6.5	NA	NA	-5.99
1871	300.4	825.2723	DEEP	-1	-6.4	NA	NA	-5.89
1872	300.56	825.6806	DEEP	-1.2	-6.4	NA	NA	-5.89
1873	300.72	826.13785	DEEP	-1.1	-5.9	NA	NA	-5.39
1874	300.88	826.59655	DEEP	-1.2	-6	NA	NA	-5.49
1875	301.04	827.05525	DEEP	-1.2	-6.1	NA	NA	-5.59
1876	301.2	827.5154	DEEP	-1.2	-6	NA	NA	-5.49
1877	301.36	827.97375	DEEP	-1	-5.7	NA	NA	-5.19
1878	301.52	828.43835	DEEP	-0.7	-5.4	NA	NA	-4.89
1883	302.32	831.6285	DEEP	-1.1	-5.8	NA	NA	-5.29
1884	302.48	832.36435	DEEP	-0.9	-5.3	NA	NA	-4.79
1885	302.64	833.1057	DEEP	-1.1	-5.7	NA	NA	-5.19
1886	302.8	833.84505	DEEP	-0.7	-5.2	NA	NA	-4.69
1887	302.96	834.56925	DEEP	-0.8	-5.5	NA	NA	-4.99
1888	303.12	835.3165	DEEP	-0.4	-5.5	NA	NA	-4.99
