Age	d18Ostack		
3411	-0.963		
3412	-0.997		
3413	-1.027		
3414	-1.058		
3415	-1.089		
3416	-1.120		
3417	-0.961		
3418	-0.801		
3419	-0.642		
3420	-0.482		
3421	-0.323		
3422	-0.255		
3423	-0.231		
3424	-0.208		
3425	-0.185		
3426	-0.162		
3427	-0.139		
3428	-0.128		
3429	-0.173		
3430	-0.218		
3431	-0.263		
3432	-0.308		
3433	-0.353		
3434	-0.428		
3435	-0.508		
3436	-0.589		
3437	-0.670		
3438	-0.584		
3439	-0.498		
3440	-0.412		
3441	-0.326		
3442	-0.240		
3443	-0.158		
3444	-0.082		
3445	-0.005		
3446	0.071		
3447	0.147		
3448	0.223		
3449	0.234		
3450	0.051		
3451	-0.132		
3452	-0.315		
3453	-0.498		
3454	-0.620		
3455	-0.645		
3456	-0.670		
3457	-0.695		
3458	-0.720		
3459	-0.474		
3460	-0.228		
3461	0.018		
3462	0.264		
3463	0.498		
3464	0.445		
3465	0.392		
3466	0.339		
3467	0.286		
3468	0.233		
3469	0.180		
3470	0.108		
3471	0.011		
3472	-0.085		
3473	-0.182		
3474	-0.279		
3475	-0.376		
3476	-0.462		
3477	-0.477		
3478	-0.493		
3479	-0.508		
3480	-0.507		
3481	-0.442		
3482	-0.378		
3483	-0.313		
3484	-0.248		
3485	-0.184		
3486	-0.152		
3487	-0.190		
3488	-0.228		
3489	-0.266		
3490	-0.304		
3491	-0.342		
3492	-0.380		
3493	-0.418		
3494	-0.455		
3495	-0.453		
3496	-0.444		
3497	-0.436		
3498	-0.427		
3499	-0.419		
3500	-0.410		
3501	-0.402		
3502	-0.393		
3503	-0.385		
3504	-0.401		
3505	-0.445		
3506	-0.489		
3507	-0.533		
3508	-0.577		
3509	-0.622		
3510	-0.666		
3511	-0.710		
3512	-0.482		
3513	-0.254		
3514	-0.026		
3515	0.202		
3516	0.188		
3517	0.139		
3518	0.091		
3519	0.042		
3520	-0.006		
3521	-0.058		
3522	-0.132		
3523	-0.207		
3524	-0.281		
3525	-0.356		
3526	-0.430		
3527	-0.536		
3528	-0.707		
3529	-0.878		
3530	-1.049		
3531	-1.220		
3532	-0.989		
3533	-0.758		
3534	-0.527		
3535	-0.296		
3536	-0.066		
3537	0.100		
3538	0.100		
3539	0.100		
3540	0.100		
3541	0.100		
3542	0.100		
3543	0.100		
3544	0.046		
3545	-0.026		
3546	-0.097		
3547	-0.169		
3548	-0.241		
3549	-0.333		
3550	-0.432		
3551	-0.531		
3552	-0.630		
3553	-0.450		
3554	-0.269		
3555	-0.089		
3556	0.092		
3557	0.025		
3558	-0.230		
3559	-0.486		
3560	-0.741		
3561	-0.997		
3562	-1.252		
3563	-1.173		
3564	-0.918		
3565	-0.664		
3566	-0.409		
3567	-0.155		
3568	-0.199		
3569	-0.453		
3570	-0.706		
3571	-0.960		
3572	-0.752		
3573	-0.544		
3574	-0.336		
3575	-0.131		
3576	0.065		
3577	0.260		
3578	0.456		
3579	0.652		
3580	0.723		
3581	0.556		
3582	0.389		
3583	0.223		
3584	0.056		
3585	-0.111		
3586	-0.209		
3587	-0.269		
3588	-0.329		
3589	-0.390		
3590	-0.450		
3591	-0.431		
3592	-0.412		
3593	-0.392		
3594	-0.339		
3595	-0.224		
3596	-0.110		
3597	0.004		
3598	0.119		
3599	0.184		
3600	0.126		
3601	0.069		
3602	0.012		
3603	-0.045		
3604	-0.139		
3605	-0.366		
3606	-0.594		
3607	-0.822		
3608	-1.050		
3609	-0.800		
3610	-0.551		
3611	-0.301		
3612	-0.051		
3613	0.198		
3614	0.287		
3615	0.082		
3616	-0.124		
3617	-0.330		
3618	-0.535		
3619	-0.741		
3620	-0.810		
3621	-0.725		
3622	-0.640		
3623	-0.555		
3624	-0.470		
3625	-0.323		
3626	-0.175		
3627	-0.028		
3628	0.120		
3629	0.074		
3630	0.027		
3631	-0.019		
3632	-0.066		
3633	-0.067		
3634	-0.048		
3635	-0.029		
3636	-0.010		
3637	0.009		
3638	0.028		
3639	0.014		
3640	-0.005		
3641	-0.023		
3642	-0.042		
3643	-0.060		
3644	-0.060		
3645	-0.060		
3646	-0.480		
3647	-1.020		
3648	-0.818		
3649	-0.615		
3650	-0.413		
3651	-0.210		
3652	-0.168		
3653	-0.125		
3654	-0.083		
3655	-0.041		
3656	0.014		
3657	0.100		
3658	0.187		
3659	0.273		
3660	0.360		
3661	0.273		
3662	0.187		
3663	0.100		
3664	0.182		
3665	0.264		
3666	0.346		
3667	0.428		
3668	0.510		
3669	0.592		
3670	0.667		
3671	0.602		
3672	0.538		
3673	0.473		
3674	0.409		
3675	0.339		
3676	0.265		
3677	0.192		
3678	0.118		
3679	0.044		
3680	-0.030		
3681	-0.126		
3682	-0.223		
3683	-0.320		
3684	-0.219		
3685	-0.117		
3686	-0.016		
3687	0.071		
3688	0.132		
3689	0.193		
3690	0.254		
3691	0.315		
3692	0.254		
3693	0.110		
3694	-0.035		
3695	-0.179		
3696	-0.324		
3697	-0.468		
3698	-0.612		
3699	-0.757		
3700	-0.901		
3701	-1.046		
3702	-1.190		
3703	-1.081		
3704	-0.973		
3705	-0.864		
3706	-0.755		
3707	-0.647		
3708	-0.538		
3709	-0.466		
3710	-0.397		
3711	-0.328		
3712	-0.259		
3713	-0.191		
3714	-0.122		
3715	-0.053		
3716	-0.030		
3717	-0.010		
3718	0.011		
3719	0.031		
3720	0.038		
3721	-0.106		
3722	-0.251		
3723	-0.395		
3724	-0.540		
3725	-0.448		
3726	-0.356		
3727	-0.263		
3728	-0.171		
3729	-0.079		
3730	0.003		
3731	0.081		
3732	0.160		
3733	0.239		
3734	0.318		
3735	0.334		
3736	0.277		
3737	0.221		
3738	0.165		
3739	0.108		
3740	-0.022		
3741	-0.226		
3742	-0.431		
3743	-0.635		
3744	-0.840		
3745	-0.626		
3746	-0.412		
3747	-0.198		
3748	0.016		
3749	0.231		
3750	0.377		
3751	0.171		
3752	-0.035		
3753	-0.241		
3754	-0.447		
3755	-0.653		
3756	-0.859		
3757	-0.803		
3758	-0.700		
3759	-0.597		
3760	-0.494		
3761	-0.391		
3762	-0.288		
3763	-0.185		
3764	-0.082		
3765	0.021		
3766	-0.370		
3767	-0.527		
3768	-0.684		
3769	-0.840		
3770	-0.997		
3771	-1.153		
3772	-1.310		
3773	-1.132		
3774	-0.955		
3775	-0.777		
3776	-0.600		
3777	-0.422		
3778	-0.420		
3779	-0.420		
3780	-0.420		
3781	-0.420		
3782	-0.420		
3783	-0.420		
3784	-0.420		
3785	-0.420		
3786	-0.498		
3787	-0.671		
3788	-0.844		
3789	-1.017		
3790	-1.190		
3791	-1.363		
3792	-1.536		
3793	-1.501		
3794	-1.344		
3795	-1.187		
3796	-1.030		
3797	-0.908		
3798	-0.785		
3799	-0.663		
3800	-0.540		
3801	-0.458		
3802	-0.390		
3803	-0.321		
3804	-0.252		
3805	-0.184		
3806	-0.115		
3807	-0.059		
3808	-0.237		
3809	-0.414		
3810	-0.592		
3811	-0.769		
3812	-0.946		
3813	-1.123		
3814	-1.247		
3815	-1.371		
3816	-1.496		
3817	-1.620		
3818	-1.278		
3819	-0.937		
3820	-0.595		
3821	-0.254		
3822	-0.050		
3823	-0.050		
3824	-0.050		
3825	-0.050		
3826	-0.050		
3827	-0.050		
3828	-0.050		
3829	-0.151		
3830	-0.315		
3831	-0.479		
3832	-0.643		
3833	-0.806		
3834	-0.970		
3835	-1.059		
3836	-0.944		
3837	-0.830		
3838	-0.715		
3839	-0.600		
3840	-0.632		
3841	-0.665		
3842	-0.697		
3843	-0.729		
3844	-0.756		
3845	-0.682		
3846	-0.609		
3847	-0.535		
3848	-0.461		
3849	-0.431		
3850	-0.454		
3851	-0.478		
3852	-0.502		
3853	-0.531		
3854	-0.572		
3855	-0.614		
3856	-0.655		
3857	-0.697		
3858	-0.738		
3859	-0.780		
3860	-0.744		
3861	-0.708		
3862	-0.672		
3863	-0.637		
3864	-0.601		
3865	-0.565		
3866	-0.529		
3867	-0.489		
3868	-0.445		
3869	-0.401		
3870	-0.356		
3871	-0.312		
3872	-0.268		
3873	-0.223		
3874	-0.179		
3875	-0.152		
3876	-0.157		
3877	-0.162		
3878	-0.166		
3879	-0.171		
3880	-0.176		
3881	-0.181		
3882	-0.186		
3883	-0.220		
3884	-0.360		
3885	-0.500		
3886	-0.640		
3887	-0.780		
3888	-0.920		
3889	-1.060		
3890	-0.939		
3891	-0.819		
3892	-0.698		
3893	-0.577		
3894	-0.457		
3895	-0.336		
3896	-0.315		
3897	-0.322		
3898	-0.329		
3899	-0.336		
3900	-0.344		
3901	-0.357		
3902	-0.369		
3903	-0.382		
3904	-0.394		
3905	-0.495		
3906	-0.676		
3907	-0.857		
3908	-1.038		
3909	-1.219		
3910	-1.400		
3911	-1.216		
3912	-1.031		
3913	-0.847		
3914	-0.663		
3915	-0.478		
3916	-0.294		
3917	-0.276		
3918	-0.263		
3919	-0.249		
3920	-0.235		
3921	-0.221		
3922	-0.207		
3923	-0.285		
3924	-0.455		
3925	-0.626		
3926	-0.797		
3927	-0.967		
3928	-1.107		
3929	-1.218		
3930	-1.329		
3931	-1.439		
3932	-1.550		
3933	-1.355		
3934	-1.159		
3935	-0.964		
3936	-0.768		
3937	-0.573		
3938	-0.446		
3939	-0.338		
3940	-0.231		
3941	-0.123		
3942	-0.015		
3943	0.092		
3944	0.087		
3945	-0.108		
3946	-0.303		
3947	-0.497		
3948	-0.692		
3949	-0.887		
3950	-1.016		
3951	-1.114		
3952	-1.212		
3953	-1.310		
3954	-1.093		
3955	-0.876		
3956	-0.660		
3957	-0.443		
3958	-0.458		
3959	-0.501		
3960	-0.543		
3961	-0.586		
3962	-0.629		
3963	-0.672		
3964	-0.667		
3965	-0.651		
3966	-0.635		
3967	-0.619		
3968	-0.602		
3969	-0.606		
3970	-0.672		
3971	-0.738		
3972	-0.804		
3973	-0.870		
3974	-0.801		
3975	-0.732		
3976	-0.664		
3977	-0.595		
3978	-0.526		
3979	-0.457		
3980	-0.388		
3981	-0.320		
3982	-0.251		
3983	-0.182		
3984	-0.194		
3985	-0.208		
3986	-0.222		
3987	-0.236		
3988	-0.250		
3989	-0.265		
3990	-0.279		
3991	-0.293		
3992	-0.307		
3993	-0.321		
3994	-0.336		
3995	-0.350		
3996	-0.373		
3997	-0.396		
3998	-0.419		
3999	-0.442		
4000	-0.466		
4001	-0.489		
4002	-0.522		
4003	-0.669		
4004	-0.817		
4005	-0.965		
4006	-1.112		
4007	-1.260		
4008	-1.138		
4009	-1.017		
4010	-0.895		
4011	-0.773		
4012	-0.646		
4013	-0.491		
4014	-0.337		
4015	-0.182		
4016	-0.027		
4017	-0.055		
4018	-0.122		
4019	-0.188		
4020	-0.254		
4021	-0.445		
4022	-0.674		
4023	-0.903		
4024	-1.132		
4025	-1.361		
4026	-1.436		
4027	-1.372		
4028	-1.308		
4029	-1.243		
4030	-1.179		
4031	-1.102		
4032	-0.893		
4033	-0.683		
4034	-0.473		
4035	-0.264		
4036	-0.054		
4037	0.156		
4038	0.167		
4039	0.091		
4040	0.015		
4041	-0.062		
4042	-0.138		
4043	-0.214		
4044	-0.352		
4045	-0.507		
4046	-0.661		
4047	-0.816		
4048	-0.970		
4049	-0.807		
4050	-0.644		
4051	-0.481		
4052	-0.318		
4053	-0.215		
4054	-0.269		
4055	-0.323		
4056	-0.377		
4057	-0.431		
4058	-0.479		
4059	-0.466		
4060	-0.453		
4061	-0.440		
4062	-0.427		
4063	-0.414		
4064	-0.395		
4065	-0.373		
4066	-0.345		
4067	-0.317		
4068	-0.289		
4069	-0.261		
4070	-0.234		
4071	-0.206		
4072	-0.178		
4073	-0.150		
4074	-0.133		
4075	-0.122		
4076	-0.110		
4077	-0.099		
4078	-0.088		
4079	-0.076		
4080	-0.065		
4081	-0.426		
4082	-1.099		
4083	-1.602		
4084	-1.339		
4085	-1.077		
4086	-0.988		
4087	-0.937		
4088	-0.887		
4089	-0.836		
4090	-0.785		
4091	-0.734		
4092	-0.683		
4093	-0.711		
4094	-0.767		
4095	-0.823		
4096	-0.879		
4097	-0.935		
4098	-0.991		
4099	-0.944		
4100	-0.788		
4101	-0.632		
4102	-0.476		
4103	-0.320		
4104	-0.445		
4105	-0.569		
4106	-0.694		
4107	-0.818		
4108	-0.838		
4109	-0.716		
4110	-0.593		
4111	-0.471		
4112	-0.348		
4113	-0.226		
4114	-0.279		
4115	-0.379		
4116	-0.479		
4117	-0.579		
4118	-0.679		
4119	-0.794		
4120	-0.913		
4121	-1.032		
4122	-1.151		
4123	-1.270		
4124	-1.084		
4125	-0.898		
4126	-0.711		
4127	-0.525		
4128	-0.339		
4129	-0.262		
4130	-0.309		
4131	-0.356		
4132	-0.403		
4133	-0.450		
4134	-0.481		
4135	-0.422		
4136	-0.364		
4137	-0.305		
4138	-0.247		
4139	-0.213		
4140	-0.283		
4141	-0.352		
4142	-0.421		
4143	-0.491		
4144	-0.560		
4145	-0.504		
4146	-0.448		
4147	-0.393		
4148	-0.337		
4149	-0.281		
4150	-0.225		
4151	-0.223		
4152	-0.241		
4153	-0.259		
4154	-0.277		
4155	-0.294		
4156	-0.312		
4157	-0.330		
4158	-0.348		
4159	-0.359		
4160	-0.357		
4161	-0.355		
4162	-0.352		
4163	-0.350		
4164	-0.348		
4165	-0.345		
4166	-0.343		
4167	-0.340		
4168	-0.410		
4169	-0.498		
4170	-0.586		
4171	-0.674		
4172	-0.762		
4173	-0.850		
4174	-0.799		
4175	-0.748		
4176	-0.697		
4177	-0.646		
4178	-0.595		
4179	-0.544		
4180	-0.508		
4181	-0.477		
4182	-0.446		
4183	-0.415		
4184	-0.384		
4185	-0.353		
4186	-0.365		
4187	-0.406		
4188	-0.448		
4189	-0.490		
4190	-0.532		
4191	-0.569		
4192	-0.559		
4193	-0.549		
4194	-0.540		
4195	-0.530		
4196	-0.520		
4197	-0.526		
4198	-0.531		
4199	-0.537		
4200	-0.543		
4201	-0.548		
4202	-0.483		
4203	-0.385		
4204	-0.287		
4205	-0.189		
4206	-0.091		
4207	0.006		
4208	-0.092		
4209	-0.294		
4210	-0.497		
4211	-0.699		
4212	-0.901		
4213	-1.068		
4214	-1.221		
4215	-1.374		
4216	-1.527		
4217	-1.680		
4218	-1.480		
4219	-1.280		
4220	-1.081		
4221	-0.881		
4222	-0.681		
4223	-0.529		
4224	-0.417		
4225	-0.305		
4226	-0.192		
4227	-0.080		
4228	-0.101		
4229	-0.136		
4230	-0.171		
4231	-0.205		
4232	-0.240		
4233	-0.417		
4234	-0.593		
4235	-0.770		
4236	-0.947		
4237	-1.123		
4238	-1.300		
4239	-1.207		
4240	-1.114		
4241	-1.021		
4242	-0.928		
4243	-0.835		
4244	-0.741		
4245	-0.648		
4246	-0.548		
4247	-0.447		
4248	-0.347		
4249	-0.246		
4250	-0.146		
4251	-0.120		
4252	-0.235		
4253	-0.350		
4254	-0.466		
4255	-0.581		
4256	-0.679		
4257	-0.751		
4258	-0.823		
4259	-0.894		
4260	-0.966		
4261	-1.038		
4262	-1.110		
4263	-1.008		
4264	-0.906		
4265	-0.804		
4266	-0.702		
4267	-0.600		
4268	-0.498		
4269	-0.396		
4270	-0.333		
4271	-0.303		
4272	-0.273		
4273	-0.243		
4274	-0.213		
4275	-0.183		
4276	-0.153		
4277	-0.132		
4278	-0.142		
4279	-0.153		
4280	-0.163		
4281	-0.173		
4282	-0.183		
4283	-0.248		
4284	-0.440		
4285	-0.633		
4286	-0.825		
4287	-1.018		
4288	-1.210		
4289	-1.113		
4290	-1.015		
4291	-0.918		
4292	-0.821		
4293	-0.724		
4294	-0.699		
4295	-0.697		
4296	-0.696		
4297	-0.694		
4298	-0.693		
4299	-0.691		
4300	-0.689		
4301	-0.640		
4302	-0.592		
4303	-0.544		
4304	-0.496		
4305	-0.448		
4306	-0.444		
4307	-0.598		
4308	-0.752		
4309	-0.906		
4310	-1.060		
4311	-0.928		
4312	-0.796		
4313	-0.664		
4314	-0.531		
4315	-0.399		
4316	-0.269		
4317	-0.233		
4318	-0.198		
4319	-0.162		
4320	-0.126		
4321	-0.090		
4322	-0.054		
4323	-0.053		
4324	-0.123		
4325	-0.193		
4326	-0.263		
4327	-0.333		
4328	-0.388		
4329	-0.379		
4330	-0.369		
4331	-0.360		
4332	-0.350		
4333	-0.310		
4334	-0.270		
4335	-0.230		
4336	-0.190		
4337	-0.150		
4338	-0.150		
4339	-0.150		
4340	-0.150		
4341	-0.150		
4342	-0.174		
4343	-0.204		
4344	-0.235		
4345	-0.266		
4346	-0.297		
4347	-0.405		
4348	-0.522		
4349	-0.639		
4350	-0.756		
4351	-0.873		
4352	-0.990		
4353	-0.804		
4354	-0.619		
4355	-0.433		
4356	-0.247		
4357	-0.062		
4358	-0.062		
4359	-0.063		
4360	-0.065		
4361	-0.067		
4362	-0.068		
4363	-0.070		
4364	-0.081		
4365	-0.091		
4366	-0.102		
4367	-0.112		
4368	-0.123		
4369	-0.133		
4370	-0.124		
4371	-0.078		
4372	-0.032		
4373	0.014		
4374	0.060		
4375	0.000		
4376	-0.060		
4377	-0.119		
4378	-0.179		
4379	-0.212		
4380	-0.239		
4381	-0.266		
4382	-0.292		
4383	-0.319		
4384	-0.346		
4385	-0.373		
4386	-0.400		
4387	-0.400		
4388	-0.400		
4389	-0.400		
4390	-0.400		
4391	-0.400		
4392	-0.400		
4393	-0.400		
4394	-0.400		
4395	-0.400		
4396	-0.379		
4397	-0.342		
4398	-0.305		
4399	-0.268		
4400	-0.231		
4401	-0.194		
4402	-0.157		
4403	-0.120		
4404	-0.068		
4405	-0.016		
4406	0.037		
4407	0.089		
4408	0.141		
4409	0.134		
4410	0.053		
4411	-0.029		
4412	-0.110		
4413	-0.191		
4414	-0.272		
4415	-0.354		
4416	-0.435		
4417	-0.470		
4418	-0.448		
4419	-0.425		
4420	-0.403		
4421	-0.380		
4422	-0.358		
4423	-0.335		
4424	-0.320		
4425	-0.320		
4426	-0.320		
4427	-0.320		
4428	-0.298		
4429	-0.259		
4430	-0.220		
4431	-0.180		
4432	-0.141		
4433	-0.102		
4434	-0.096		
4435	-0.134		
4436	-0.126		
4437	-0.082		
4438	-0.038		
4439	0.005		
4440	-0.007		
4441	-0.025		
4442	-0.044		
4443	-0.112		
4444	-0.205		
4445	-0.298		
4446	-0.360		
4447	-0.360		
4448	-0.360		
4449	-0.360		
4450	-0.360		
4451	-0.360		
4452	-0.360		
4453	-0.359		
4454	-0.358		
4455	-0.356		
4456	-0.355		
4457	-0.354		
4458	-0.352		
4459	-0.351		
4460	-0.364		
4461	-0.389		
4462	-0.415		
4463	-0.440		
4464	-0.423		
4465	-0.406		
4466	-0.388		
4467	-0.371		
4468	-0.316		
4469	-0.192		
4470	-0.069		
4471	0.054		
4472	0.178		
4473	0.256		
4474	0.117		
4475	-0.022		
4476	-0.161		
4477	-0.300		
4478	-0.433		
4479	-0.562		
4480	-0.691		
4481	-0.821		
4482	-0.950		
4483	-0.849		
4484	-0.748		
4485	-0.648		
4486	-0.547		
4487	-0.515		
4488	-0.509		
4489	-0.503		
4490	-0.496		
4491	-0.490		
4492	-0.484		
4493	-0.471		
4494	-0.450		
4495	-0.429		
4496	-0.409		
4497	-0.388		
4498	-0.367		
4499	-0.375		
4500	-0.530		
4501	-0.685		
4502	-0.839		
4503	-0.994		
4504	-0.935		
4505	-0.852		
4506	-0.769		
4507	-0.686		
4508	-0.602		
4509	-0.527		
4510	-0.474		
4511	-0.421		
4512	-0.368		
4513	-0.315		
4514	-0.263		
4515	-0.210		
4516	-0.153		
4517	-0.087		
4518	-0.021		
4519	0.045		
4520	0.111		
4521	0.177		
4522	0.243		
4523	0.241		
4524	0.216		
4525	0.191		
4526	0.165		
4527	0.140		
4528	0.096		
4529	0.052		
4530	0.008		
4531	-0.036		
4532	-0.080		
4533	-0.106		
4534	-0.094		
4535	-0.082		
4536	-0.070		
4537	-0.058		
4538	-0.046		
4539	-0.034		
4540	-0.022		
4541	-0.079		
4542	-0.146		
4543	-0.214		
4544	-0.282		
4545	-0.349		
4546	-0.417		
4547	-0.534		
4548	-0.663		
4549	-0.793		
4550	-0.922		
4551	-1.051		
4552	-1.180		
4553	-1.045		
4554	-0.911		
4555	-0.776		
4556	-0.641		
4557	-0.506		
4558	-0.372		
4559	-0.239		
4560	-0.196		
4561	-0.154		
4562	-0.111		
4563	-0.068		
4564	-0.026		
4565	0.017		
4566	0.008		
4567	-0.024		
4568	-0.056		
4569	-0.088		
4570	-0.121		
4571	-0.223		
4572	-0.435		
4573	-0.647		
4574	-0.858		
4575	-1.070		
4576	-0.928		
4577	-0.786		
4578	-0.645		
4579	-0.503		
4580	-0.361		
4581	-0.290		
4582	-0.225		
4583	-0.160		
4584	-0.095		
4585	-0.030		
4586	-0.143		
4587	-0.289		
4588	-0.435		
4589	-0.581		
4590	-0.726		
4591	-0.820		
4592	-0.899		
4593	-0.977		
4594	-1.055		
4595	-1.133		
4596	-1.212		
4597	-1.290		
4598	-1.125		
4599	-0.961		
4600	-0.796		
4601	-0.631		
4602	-0.466		
4603	-0.302		
4604	-0.192		
4605	-0.198		
4606	-0.204		
4607	-0.210		
4608	-0.216		
4609	-0.222		
4610	-0.228		
4611	-0.221		
4612	-0.206		
4613	-0.191		
4614	-0.176		
4615	-0.162		
4616	-0.169		
4617	-0.265		
4618	-0.360		
4619	-0.455		
4620	-0.550		
4621	-0.507		
4622	-0.465		
4623	-0.422		
4624	-0.380		
4625	-0.337		
4626	-0.295		
4627	-0.323		
4628	-0.361		
4629	-0.399		
4630	-0.436		
4631	-0.474		
4632	-0.511		
4633	-0.449		
4634	-0.358		
4635	-0.266		
4636	-0.174		
4637	-0.083		
4638	-0.111		
4639	-0.245		
4640	-0.379		
4641	-0.512		
4642	-0.646		
4643	-0.780		
4644	-0.691		
4645	-0.602		
4646	-0.513		
4647	-0.424		
4648	-0.334		
4649	-0.245		
4650	-0.156		
4651	-0.101		
4652	-0.141		
4653	-0.182		
4654	-0.223		
4655	-0.263		
4656	-0.304		
4657	-0.345		
4658	-0.373		
4659	-0.323		
4660	-0.272		
4661	-0.222		
4662	-0.171		
4663	-0.180		
4664	-0.455		
4665	-0.730		
4666	-1.005		
4667	-1.280		
4668	-1.071		
4669	-0.862		
4670	-0.654		
4671	-0.445		
4672	-0.236		
4673	-0.115		
4674	-0.105		
4675	-0.095		
4676	-0.085		
4677	-0.074		
4678	-0.064		
4679	-0.107		
4680	-0.183		
4681	-0.259		
4682	-0.335		
4683	-0.411		
4684	-0.525		
4685	-0.639		
4686	-0.753		
4687	-0.866		
4688	-0.980		
4689	-0.850		
4690	-0.721		
4691	-0.591		
4692	-0.461		
4693	-0.332		
4694	-0.202		
4695	-0.170		
4696	-0.203		
4697	-0.235		
4698	-0.268		
4699	-0.301		
4700	-0.334		
4701	-0.374		
4702	-0.446		
4703	-0.518		
4704	-0.589		
4705	-0.661		
4706	-0.733		
4707	-0.755		
4708	-0.762		
4709	-0.769		
4710	-0.776		
4711	-0.783		
4712	-0.790		
4713	-0.790		
4714	-0.759		
4715	-0.694		
4716	-0.629		
4717	-0.564		
4718	-0.499		
4719	-0.435		
4720	-0.370		
4721	-0.313		
4722	-0.353		
4723	-0.393		
4724	-0.433		
4725	-0.473		
4726	-0.512		
4727	-0.552		
4728	-0.592		
4729	-0.632		
4730	-0.670		
4731	-0.660		
4732	-0.650		
4733	-0.640		
4734	-0.631		
4735	-0.701		
4736	-0.776		
4737	-0.852		
4738	-0.927		
4739	-0.912		
4740	-0.879		
4741	-0.846		
4742	-0.813		
4743	-0.779		
4744	-0.746		
4745	-0.713		
4746	-0.694		
4747	-0.676		
4748	-0.658		
4749	-0.641		
4750	-0.623		
4751	-0.636		
4752	-0.729		
4753	-0.823		
4754	-0.916		
4755	-1.010		
4756	-1.103		
4757	-1.197		
4758	-1.290		
4759	-1.152		
4760	-1.015		
4761	-0.877		
4762	-0.739		
4763	-0.601		
4764	-0.464		
4765	-0.426		
4766	-0.398		
4767	-0.371		
4768	-0.344		
4769	-0.317		
4770	-0.290		
4771	-0.263		
4772	-0.346		
4773	-0.441		
4774	-0.537		
4775	-0.632		
4776	-0.728		
4777	-0.823		
4778	-0.885		
4779	-0.869		
4780	-0.853		
4781	-0.836		
4782	-0.820		
4783	-0.759		
4784	-0.697		
4785	-0.636		
4786	-0.575		
4787	-0.577		
4788	-0.662		
4789	-0.748		
4790	-0.833		
4791	-0.886		
4792	-0.900		
4793	-0.914		
4794	-0.928		
4795	-0.907		
4796	-0.882		
4797	-0.856		
4798	-0.830		
4799	-0.807		
4800	-0.785		
4801	-0.762		
4802	-0.740		
4803	-0.717		
4804	-0.695		
4805	-0.674		
4806	-0.657		
4807	-0.640		
4808	-0.623		
4809	-0.606		
4810	-0.589		
4811	-0.573		
4812	-0.556		
4813	-0.571		
4814	-0.602		
4815	-0.633		
4816	-0.665		
4817	-0.696		
4818	-0.727		
4819	-0.758		
4820	-0.790		
4821	-0.821		
4822	-0.852		
4823	-0.883		
4824	-0.886		
4825	-0.855		
4826	-0.825		
4827	-0.794		
4828	-0.764		
4829	-0.733		
4830	-0.703		
4831	-0.672		
4832	-0.642		
4833	-0.611		
4834	-0.581		
4835	-0.550		
4836	-0.521		
4837	-0.493		
4838	-0.464		
4839	-0.436		
4840	-0.407		
4841	-0.354		
4842	-0.264		
4843	-0.173		
4844	-0.082		
4845	0.009		
4846	0.100		
4847	0.112		
4848	0.028		
4849	-0.056		
4850	-0.140		
4851	-0.224		
4852	-0.308		
4853	-0.392		
4854	-0.476		
4855	-0.560		
4856	-0.644		
4857	-0.728		
4858	-0.812		
4859	-0.896		
4860	-0.980		
4861	-1.064		
4862	-1.148		
4863	-1.172		
4864	-1.159		
4865	-1.146		
4866	-1.134		
4867	-1.121		
4868	-1.108		
4869	-1.095		
4870	-1.082		
4871	-1.070		
4872	-1.057		
4873	-1.044		
4874	-1.031		
4875	-1.018		
4876	-1.006		
4877	-0.993		
4878	-0.980		
4879	-0.920		
4880	-0.859		
4881	-0.799		
4882	-0.738		
4883	-0.678		
4884	-0.618		
4885	-0.557		
4886	-0.497		
4887	-0.475		
4888	-0.484		
4889	-0.493		
4890	-0.502		
4891	-0.511		
4892	-0.520		
4893	-0.529		
4894	-0.538		
4895	-0.547		
4896	-0.556		
4897	-0.572		
4898	-0.594		
4899	-0.616		
4900	-0.638		
4901	-0.660		
4902	-0.683		
4903	-0.705		
4904	-0.711		
4905	-0.683		
4906	-0.655		
4907	-0.627		
4908	-0.598		
4909	-0.570		
4910	-0.607		
4911	-0.644		
4912	-0.681		
4913	-0.718		
4914	-0.755		
4915	-0.791		
4916	-0.828		
4917	-0.868		
4918	-0.910		
4919	-0.951		
4920	-0.979		
4921	-0.976		
4922	-0.973		
4923	-0.970		
4924	-1.046		
4925	-1.130		
4926	-1.214		
4927	-1.298		
4928	-1.382		
4929	-1.466		
4930	-1.550		
4931	-1.474		
4932	-1.398		
4933	-1.322		
4934	-1.245		
4935	-1.169		
4936	-1.094		
4937	-1.022		
4938	-0.951		
4939	-0.879		
4940	-0.807		
4941	-0.736		
4942	-0.691		
4943	-0.742		
4944	-0.793		
4945	-0.844		
4946	-0.895		
4947	-0.946		
4948	-0.997		
4949	-1.047		
4950	-1.098		
4951	-1.149		
4952	-1.200		
4953	-1.114		
4954	-1.028		
4955	-0.942		
4956	-0.856		
4957	-0.770		
4958	-0.723		
4959	-0.851		
4960	-0.979		
4961	-1.107		
4962	-1.236		
4963	-1.364		
4964	-1.492		
4965	-1.554		
4966	-1.470		
4967	-1.386		
4968	-1.302		
4969	-1.219		
4970	-1.075		
4971	-0.881		
4972	-0.688		
4973	-0.494		
4974	-0.300		
4975	-0.352		
4976	-0.404		
4977	-0.456		
4978	-0.508		
4979	-0.560		
4980	-0.612		
